date,province_eng,region_eng,Net_Profit_all,net_profit_foreign,net_profit_thai,no_tourist_all,no_tourist_foreign,no_tourist_thai,occupancy_rate
1/1/2019,Bangkok,central," $81,926.49 "," $52,183.91 "," $29,742.58 ",5959075,2425014,3534061,93.37
1/1/2019,Lopburi ,central, $457.24 , $5.41 , $451.83 ,268664,2363,266301,61.32
1/1/2019,Phra Nakhon Si Ayutthaya ,central," $1,438.73 ", $384.48 ," $1,054.25 ",730329,168776,561553,73.37
1/1/2019,Saraburi ,central, $347.79 , $11.60 , $336.19 ,207236,5836,201400,67.33
1/1/2019,Chainat ,central, $101.79 , $0.89 , $100.90 ,79073,559,78514,79.31
1/1/2019,Nakhon Pathom ,central, $407.98 , $16.86 , $391.12 ,296107,11699,284408,71.7
1/1/2019,Sing Buri ,central, $69.61 , $0.39 , $69.22 ,49438,248,49190,64.65
1/1/2019,Ang Thong ,central, $132.07 , $5.75 , $126.32 ,104097,5281,98816,71.21
1/1/2019,Nonthaburi ,central, $527.42 , $105.09 , $422.33 ,323717,30373,293344,75.07
1/1/2019,Pathum Thani ,central, $307.92 , $103.78 , $204.14 ,233295,60878,172417,60.77
1/1/2019,Samut Prakan ,central, $796.19 , $487.86 , $308.33 ,408652,209328,199324,72.5
1/1/2019,Samut Sakhon ,central, $164.49 , $0.73 , $163.76 ,109253,421,108832,61.64
1/1/2019,Chachoengsao ,east, $292.96 , $4.78 , $288.18 ,270438,3731,266707,59.4
1/1/2019,Ratchaburi ,central, $450.01 , $10.83 , $439.18 ,236440,4553,231887,75.09
1/1/2019,Kanchanaburi ,central," $2,695.15 ", $256.96 ," $2,438.19 ",752901,45211,707690,83.8
1/1/2019,Samut Songkhram ,central, $344.93 , $7.34 , $337.59 ,201751,3799,197952,75.6
1/1/2019,Suphan Buri ,central, $487.61 , $2.71 , $484.90 ,235981,1748,234233,89.43
1/1/2019,Phetchaburi ,central," $2,352.55 ", $575.99 ," $1,776.56 ",713674,70307,643367,81.2
1/1/2019,Prachuap Khiri Khan ,central," $3,755.10 "," $1,238.26 "," $2,516.84 ",639052,127972,511080,64.55
1/1/2019,Chonburi ,east," $27,896.45 "," $23,929.01 "," $3,967.44 ",1570327,937411,632916,84.33
1/1/2019,Chanthaburi ,east, $844.48 , $48.77 , $795.71 ,257105,6956,250149,68.86
1/1/2019,Trat ,east," $2,073.22 "," $1,173.07 ", $900.15 ,224218,81544,142674,80.48
1/1/2019,Nakhon Nayok ,east, $842.49 , $6.29 , $836.20 ,278705,2456,276249,68.39
1/1/2019,Prachinburi ,east, $521.29 , $41.89 , $479.40 ,183846,13125,170721,68.57
1/1/2019,Rayong ,east," $2,435.41 ", $454.99 ," $1,980.42 ",650811,69188,581623,70.11
1/1/2019,Sa Kaeo ,east, $581.60 , $97.91 , $483.69 ,199751,34620,165131,56.69
1/1/2019,Phuket ,south," $55,328.20 "," $50,557.61 "," $4,770.59 ",1690776,1333007,357769,86.05
1/1/2019,Phatthalung ,south, $181.32 , $2.51 , $178.81 ,120318,797,119521,68.66
1/1/2019,Trang ,south," $1,250.16 ", $220.49 ," $1,029.67 ",173715,24316,149399,72.3
1/1/2019,Ranong ,south, $368.38 , $45.56 , $322.82 ,110844,7054,103790,59.33
1/1/2019,Chumphon ,south, $496.86 , $49.49 , $447.37 ,116543,10583,105960,61.94
1/1/2019,Pattani ,south, $79.15 , $0.68 , $78.47 ,22499,154,22345,78.47
1/1/2019,Yala ,south, $236.37 , $199.33 , $37.04 ,52984,43417,9567,52.53
1/1/2019,Nakhon Si Thammarat ,south," $1,270.86 ", $35.37 ," $1,235.49 ",384120,10962,373158,59.84
1/1/2019,Narathiwat ,south, $246.03 , $182.08 , $63.95 ,66654,42389,24265,63.95
1/1/2019,Krabi ,south," $10,844.79 "," $7,855.39 "," $2,989.40 ",564380,378823,185557,81.62
1/1/2019,Songkhla ,south," $6,531.35 "," $2,925.98 "," $3,605.37 ",774786,242563,532223,74.85
1/1/2019,Phang Nga ,south," $6,062.06 "," $5,132.31 ", $929.75 ,536274,384791,151483,86.51
1/1/2019,Surat Thani ,south," $9,795.40 "," $8,509.43 "," $1,285.97 ",540614,357114,183500,75.59
1/1/2019,Satun ,south," $1,762.52 ", $101.22 ," $1,661.30 ",210906,20079,190827,74.9
1/1/2019,Kamphaeng Phet ,north, $156.40 , $7.26 , $149.14 ,74421,2238,72183,57.35
1/1/2019,Chiang Rai ,north," $3,204.26 ", $576.25 ," $2,628.01 ",453291,67226,386065,81.25
1/1/2019,Chiang Mai ,north," $12,004.62 "," $4,333.95 "," $7,670.67 ",1173786,331956,841830,91.04
1/1/2019,Phichit ,north, $136.24 , $0.90 , $135.34 ,64359,582,63777,57.68
1/1/2019,Nakhon Sawan ,north, $349.65 , $8.68 , $340.97 ,189826,6339,183487,63.54
1/1/2019,Tak ,north, $715.40 , $20.23 , $695.17 ,241654,5646,236008,76.98
1/1/2019,Phitsanulok ,north, $989.88 , $73.02 , $916.86 ,387608,22744,364864,71.52
1/1/2019,Phayao ,north, $148.56 , $4.63 , $143.93 ,80767,3468,77299,69.37
1/1/2019,Phetchabun ,north, $861.90 , $5.96 , $855.94 ,255911,2159,253752,74.46
1/1/2019,Phrae ,north, $185.37 , $33.62 , $151.75 ,83792,9039,74753,67.14
1/1/2019,Lampang ,north, $339.28 , $53.52 , $285.76 ,117418,10762,106656,77.39
1/1/2019,Lamphun ,north, $185.47 , $12.83 , $172.64 ,117882,6577,111305,65.76
1/1/2019,Mae Hong Son ,north, $672.08 , $250.99 , $421.09 ,146468,33424,113044,77.92
1/1/2019,Uttaradit ,north, $253.40 , $2.21 , $251.19 ,125154,979,124175,62.56
1/1/2019,Uthai Thani ,north, $123.83 , $0.99 , $122.84 ,76665,291,76374,51.56
1/1/2019,Sukhothai ,north, $348.29 , $142.08 , $206.21 ,150621,43029,107592,73.09
1/1/2019,Nan ,north, $334.10 , $10.78 , $323.32 ,113649,2204,111445,80.74
1/1/2019,Kalasin ,east_northeast, $93.88 , $1.16 , $92.72 ,62141,522,61619,55.76
1/1/2019,Khon Kaen ,east_northeast," $1,906.05 ", $24.44 ," $1,881.61 ",639369,7972,631397,67.31
1/1/2019,Chaiyaphum ,east_northeast, $179.16 , $1.80 , $177.36 ,136109,718,135391,65.59
1/1/2019,Nakhon Phanom ,east_northeast, $220.71 , $10.01 , $210.70 ,104305,7434,96871,65.42
1/1/2019,Nakhon Ratchasima ,east_northeast," $2,504.22 ", $96.52 ," $2,407.70 ",1012772,20376,992396,77.67
1/1/2019,Buriram ,east_northeast, $364.16 , $8.25 , $355.91 ,185563,5487,180076,71.26
1/1/2019,Maha Sarakham ,east_northeast, $115.94 , $2.39 , $113.55 ,72804,1848,70956,61.85
1/1/2019,Mukdahan ,east_northeast, $386.62 , $32.47 , $354.15 ,218485,14565,203920,69.66
1/1/2019,Roi Et ,east_northeast, $116.21 , $1.78 , $114.43 ,84761,833,83928,60.27
1/1/2019,Loei ,east_northeast, $473.63 , $10.11 , $463.52 ,212225,2774,209451,78.17
1/1/2019,Sisaket ,south, $285.02 , $6.18 , $278.84 ,185521,2429,183092,68.63
1/1/2019,Surin ,east_northeast, $346.83 , $11.75 , $335.08 ,134324,3605,130719,61.37
1/1/2019,Nong Khai ,east_northeast, $546.79 , $99.87 , $446.92 ,259265,71173,188092,70.92
1/1/2019,Bueng Kan ,east_northeast, $137.81 , $0.67 , $137.14 ,65978,278,65700,72.95
1/1/2019,Udon Thani ,east_northeast, $777.60 , $81.73 , $695.87 ,282871,17081,265790,76.79
1/1/2019,Ubon Ratchathani ,east_northeast," $1,001.55 ", $88.07 , $913.48 ,316431,18674,297757,77.37
1/1/2019,Sakon Nakhon ,east_northeast, $240.63 , $1.22 , $239.41 ,116238,394,115844,64.69
1/1/2019,Yasothon ,east_northeast, $76.95 , $4.06 , $72.89 ,59234,1871,57363,63.63
1/1/2019,Amnat Charoen ,east_northeast, $34.51 , $1.87 , $32.64 ,21790,818,20972,65.15
1/1/2019,Nong Bua Lamphu ,east_northeast, $38.49 , $0.24 , $38.25 ,36343,161,36182,65.05
1/1/2020,Bangkok,central," $88,202.89 "," $57,065.24 "," $31,137.65 ",6046765,2473725,3573040,89.36
1/1/2020,Lopburi ,central, $413.57 , $4.99 , $408.58 ,242413,2133,240280,51.53
1/1/2020,Phra Nakhon Si Ayutthaya ,central," $1,462.74 ", $403.50 ," $1,059.24 ",741902,185761,556141,66.07
1/1/2020,Saraburi ,central, $321.86 , $11.58 , $310.28 ,195397,5656,189741,59.71
1/1/2020,Chainat ,central, $91.93 , $0.84 , $91.09 ,72893,513,72380,73.47
1/1/2020,Nakhon Pathom ,central, $380.90 , $15.05 , $365.85 ,272110,10879,261231,64.63
1/1/2020,Sing Buri ,central, $61.74 , $0.34 , $61.40 ,43540,214,43326,57.93
1/1/2020,Ang Thong ,central, $125.87 , $5.28 , $120.59 ,97978,4698,93280,63.97
1/1/2020,Nonthaburi ,central, $469.04 , $83.50 , $385.54 ,308136,27966,280170,71.1
1/1/2020,Pathum Thani ,central, $312.31 , $104.25 , $208.06 ,238331,63927,174404,58.63
1/1/2020,Samut Prakan ,central, $745.26 , $441.73 , $303.53 ,399020,196786,202234,69.55
1/1/2020,Samut Sakhon ,central, $167.13 , $0.72 , $166.41 ,101472,421,101051,58.37
1/1/2020,Chachoengsao ,east, $296.47 , $4.74 , $291.73 ,268543,3642,264901,55.42
1/1/2020,Ratchaburi ,central, $449.36 , $9.97 , $439.39 ,239500,4352,235148,72.78
1/1/2020,Kanchanaburi ,central," $2,754.66 ", $249.45 ," $2,505.21 ",770371,44828,725543,81.92
1/1/2020,Samut Songkhram ,central, $328.85 , $6.95 , $321.90 ,190391,3640,186751,69.52
1/1/2020,Suphan Buri ,central, $469.10 , $2.43 , $466.67 ,223794,1562,222232,85.81
1/1/2020,Phetchaburi ,central," $2,234.23 ", $529.44 ," $1,704.79 ",654478,64719,589759,72.6
1/1/2020,Prachuap Khiri Khan ,central," $3,509.89 "," $1,133.83 "," $2,376.06 ",576227,115540,460687,70.35
1/1/2020,Chonburi ,east," $27,064.45 "," $23,136.74 "," $3,927.71 ",1585782,969800,615982,83.21
1/1/2020,Chanthaburi ,east," $1,000.64 ", $49.90 , $950.74 ,300501,7112,293389,76.36
1/1/2020,Trat ,east," $1,901.57 "," $1,075.39 ", $826.18 ,198359,72086,126273,72.26
1/1/2020,Nakhon Nayok ,east, $809.67 , $5.78 , $803.89 ,265162,2219,262943,59.86
1/1/2020,Prachinburi ,east, $490.40 , $34.02 , $456.38 ,168750,10936,157814,67.12
1/1/2020,Rayong ,east," $2,366.44 ", $420.33 ," $1,946.11 ",617597,64077,553520,65.73
1/1/2020,Sa Kaeo ,east, $580.40 , $90.45 , $489.95 ,193291,30846,162445,49.25
1/1/2020,Phuket ,south," $62,468.60 "," $58,018.40 "," $4,450.20 ",1722034,1405884,316150,87.71
1/1/2020,Phatthalung ,south, $183.61 , $2.68 , $180.93 ,121873,855,121018,67.53
1/1/2020,Trang ,south," $1,236.73 ", $216.93 ," $1,019.80 ",165681,23052,142629,67.6
1/1/2020,Ranong ,south, $369.34 , $46.08 , $323.26 ,106008,6792,99216,52.8
1/1/2020,Chumphon ,south, $509.71 , $50.00 , $459.71 ,115989,10297,105692,58.98
1/1/2020,Pattani ,south, $77.57 , $0.64 , $76.93 ,20886,144,20742,45.72
1/1/2020,Yala ,south, $227.80 , $192.56 , $35.24 ,49911,41038,8873,48.36
1/1/2020,Nakhon Si Thammarat ,south," $1,182.12 ", $33.66 ," $1,148.46 ",353316,9987,343329,56.04
1/1/2020,Narathiwat ,south, $229.42 , $168.03 , $61.39 ,61030,38562,22468,60.39
1/1/2020,Krabi ,south," $12,505.30 "," $9,487.55 "," $3,017.75 ",567726,386054,181672,79.51
1/1/2020,Songkhla ,south," $7,356.25 "," $3,459.58 "," $3,896.67 ",827668,284450,543218,82.05
1/1/2020,Phang Nga ,south," $6,156.91 "," $5,295.09 ", $861.82 ,499591,361467,138124,85.24
1/1/2020,Surat Thani ,south," $9,852.87 "," $8,680.81 "," $1,172.06 ",491605,334665,156940,69.1
1/1/2020,Satun ,south," $1,659.28 ", $95.35 ," $1,563.93 ",194605,18969,175636,72.77
1/1/2020,Kamphaeng Phet ,north, $150.35 , $6.72 , $143.63 ,71963,2111,69852,53.72
1/1/2020,Chiang Rai ,north," $3,077.95 ", $530.70 ," $2,547.25 ",436005,62191,373814,78.3
1/1/2020,Chiang Mai ,north," $11,087.86 "," $4,137.18 "," $6,950.68 ",1047546,309958,737588,85.32
1/1/2020,Phichit ,north, $133.46 , $0.92 , $132.54 ,61863,570,61293,54.08
1/1/2020,Nakhon Sawan ,north, $350.35 , $8.38 , $341.97 ,189972,6290,183682,61.79
1/1/2020,Tak ,north, $722.11 , $20.29 , $701.82 ,238235,5655,232580,75.73
1/1/2020,Phitsanulok ,north, $971.57 , $72.96 , $898.61 ,376176,22485,353691,69.01
1/1/2020,Phayao ,north, $148.70 , $4.42 , $144.28 ,80242,3463,76779,66.44
1/1/2020,Phetchabun ,north, $872.24 , $5.65 , $866.59 ,250520,2103,248417,72.11
1/1/2020,Phrae ,north, $186.09 , $33.32 , $152.77 ,86488,9294,77194,69.13
1/1/2020,Lampang ,north, $327.62 , $50.74 , $276.88 ,112377,10073,102304,72.29
1/1/2020,Lamphun ,north, $175.83 , $11.85 , $163.98 ,110487,6172,104315,60.46
1/1/2020,Mae Hong Son ,north, $598.94 , $219.93 , $379.01 ,126975,28588,98387,69.36
1/1/2020,Uttaradit ,north, $251.23 , $2.08 , $249.15 ,122631,949,121682,60.58
1/1/2020,Uthai Thani ,north, $139.77 , $1.08 , $138.69 ,83459,313,83146,49.78
1/1/2020,Sukhothai ,north, $322.83 , $129.89 , $192.94 ,140701,40138,100563,66.86
1/1/2020,Nan ,north, $340.88 , $10.78 , $330.10 ,115357,2180,113177,82.98
1/1/2020,Kalasin ,east_northeast, $84.66 , $0.99 , $83.67 ,56432,471,55961,50.42
1/1/2020,Khon Kaen ,east_northeast," $1,653.69 ", $25.99 ," $1,627.70 ",521419,7610,513809,57.25
1/1/2020,Chaiyaphum ,east_northeast, $178.31 , $1.85 , $176.46 ,130777,706,130071,61.26
1/1/2020,Nakhon Phanom ,east_northeast, $211.07 , $9.55 , $201.52 ,101079,7122,93957,63.13
1/1/2020,Nakhon Ratchasima ,east_northeast," $2,479.92 ", $93.85 ," $2,386.07 ",985403,20265,965138,73.36
1/1/2020,Buriram ,east_northeast, $338.49 , $6.95 , $331.54 ,159289,4807,154482,65.4
1/1/2020,Maha Sarakham ,east_northeast, $100.77 , $1.99 , $98.78 ,62442,1577,60865,54.73
1/1/2020,Mukdahan ,east_northeast, $350.12 , $29.33 , $320.79 ,194247,13116,181131,61.12
1/1/2020,Roi Et ,east_northeast, $112.93 , $1.64 , $111.29 ,84003,777,83226,58.69
1/1/2020,Loei ,east_northeast, $448.01 , $9.26 , $438.75 ,198483,2541,195942,72.31
1/1/2020,Sisaket ,south, $276.73 , $6.15 , $270.58 ,183945,2430,181515,65.69
1/1/2020,Surin ,east_northeast, $310.63 , $10.11 , $300.52 ,121634,3199,118435,58.12
1/1/2020,Nong Khai ,east_northeast, $560.55 , $98.89 , $461.66 ,261226,71684,189542,70.08
1/1/2020,Bueng Kan ,east_northeast, $138.08 , $0.65 , $137.43 ,66078,277,65801,72.86
1/1/2020,Udon Thani ,east_northeast, $790.75 , $80.87 , $709.88 ,285057,16932,268125,83.19
1/1/2020,Ubon Ratchathani ,east_northeast, $926.60 , $79.98 , $846.62 ,289283,17032,272251,71.5
1/1/2020,Sakon Nakhon ,east_northeast, $233.37 , $1.17 , $232.20 ,113762,394,113368,64.41
1/1/2020,Yasothon ,east_northeast, $61.58 , $3.20 , $58.38 ,48262,1506,46756,50.85
1/1/2020,Amnat Charoen ,east_northeast, $33.02 , $1.73 , $31.29 ,21009,789,20220,58.36
1/1/2020,Nong Bua Lamphu ,east_northeast, $34.23 , $0.20 , $34.03 ,32414,142,32272,53.36
1/1/2021,Bangkok,central," $9,539.73 "," $1,092.28 "," $8,447.45 ",1681847,49154,1632693,7.54
1/1/2021,Lopburi ,central, $86.93 , $0.08 , $86.85 ,69397,67,69330,20.48
1/1/2021,Phra Nakhon Si Ayutthaya ,central, $376.74 , $0.62 , $376.12 ,224085,269,223816,18.16
1/1/2021,Saraburi ,central, $147.91 , $0.03 , $147.88 ,95027,23,95004,19.05
1/1/2021,Chainat ,central, $40.53 , $-   , $40.53 ,31718,0,31718,16.13
1/1/2021,Nakhon Pathom ,central, $116.74 , $0.10 , $116.64 ,86717,35,86682,16.53
1/1/2021,Sing Buri ,central, $21.92 , $-   , $21.92 ,16311,0,16311,11.82
1/1/2021,Ang Thong ,central, $26.38 , $-   , $26.38 ,26723,0,26723,5.38
1/1/2021,Nonthaburi ,central, $77.12 , $-   , $77.12 ,67342,0,67342,5.83
1/1/2021,Pathum Thani ,central, $65.14 , $-   , $65.14 ,51042,0,51042,7.81
1/1/2021,Samut Prakan ,central, $55.67 , $0.10 , $55.57 ,38836,82,38754,5.52
1/1/2021,Chachoengsao ,east, $59.24 , $-   , $59.24 ,49532,0,49532,4.82
1/1/2021,Ratchaburi ,central, $75.31 , $0.02 , $75.29 ,52247,15,52232,16.89
1/1/2021,Kanchanaburi ,central, $771.63 , $0.16 , $771.47 ,355312,43,355269,12.86
1/1/2021,Samut Songkhram ,central, $89.01 , $-   , $89.01 ,88446,0,88446,3.38
1/1/2021,Suphan Buri ,central, $119.33 , $0.01 , $119.32 ,104311,8,104303,8.62
1/1/2021,Phetchaburi ,central, $707.49 , $1.70 , $705.79 ,224595,262,224333,20.38
1/1/2021,Prachuap Khiri Khan ,central," $1,160.74 ", $0.74 ," $1,160.00 ",270283,66,270217,10.62
1/1/2021,Chonburi ,east, $148.13 , $21.94 , $126.19 ,25035,1361,23674,0.92
1/1/2021,Trat ,east, $28.33 , $-   , $28.33 ,4473,0,4473,1.23
1/1/2021,Nakhon Nayok ,east, $116.41 , $-   , $116.41 ,57729,0,57729,28.56
1/1/2021,Prachinburi ,east, $183.43 , $-   , $183.43 ,69590,0,69590,24.02
1/1/2021,Rayong ,east, $145.78 , $-   , $145.78 ,39491,0,39491,7.04
1/1/2021,Sa Kaeo ,east, $142.97 , $-   , $142.97 ,43687,0,43687,19.81
1/1/2021,Phuket ,south, $402.50 , $27.59 , $374.91 ,45616,948,44668,2.45
1/1/2021,Phatthalung ,south, $55.06 , $-   , $55.06 ,40008,0,40008,22.52
1/1/2021,Trang ,south, $110.70 , $0.14 , $110.56 ,25074,38,25036,15.33
1/1/2021,Ranong ,south, $34.64 , $0.11 , $34.53 ,12727,47,12680,10.31
1/1/2021,Chumphon ,south, $89.38 , $0.04 , $89.34 ,27748,13,27735,12.48
1/1/2021,Pattani ,south, $26.82 , $-   , $26.82 ,8723,0,8723,19.4
1/1/2021,Yala ,south, $69.18 , $-   , $69.18 ,26875,0,26875,15.14
1/1/2021,Nakhon Si Thammarat ,south, $442.88 , $-   , $442.88 ,128776,0,128776,25.73
1/1/2021,Narathiwat ,south, $26.92 , $-   , $26.92 ,10928,0,10928,10.57
1/1/2021,Krabi ,south, $395.73 , $2.68 , $393.05 ,31788,215,31573,4.21
1/1/2021,Songkhla ,south, $692.18 , $1.10 , $691.08 ,108056,120,107936,11.36
1/1/2021,Phang Nga ,south, $157.23 , $4.31 , $152.92 ,46699,557,46142,8.45
1/1/2021,Surat Thani ,south, $326.69 , $3.83 , $322.86 ,59009,376,58633,5.57
1/1/2021,Satun ,south, $176.00 , $0.15 , $175.85 ,39776,32,39744,17.49
1/1/2021,Kamphaeng Phet ,north, $37.57 , $0.10 , $37.47 ,20881,59,20822,12.88
1/1/2021,Chiang Rai ,north, $754.52 , $4.95 , $749.57 ,108859,496,108363,22.97
1/1/2021,Chiang Mai ,north," $2,097.88 ", $21.77 ," $2,076.11 ",301589,2628,298961,20.75
1/1/2021,Phichit ,north, $53.44 , $-   , $53.44 ,31070,0,31070,23.34
1/1/2021,Nakhon Sawan ,north, $109.81 , $0.26 , $109.55 ,63447,70,63377,23.62
1/1/2021,Tak ,north, $110.32 , $0.16 , $110.16 ,35842,35,35807,13.18
1/1/2021,Phitsanulok ,north, $258.33 , $0.38 , $257.95 ,114045,144,113901,28.52
1/1/2021,Phayao ,north, $38.46 , $0.17 , $38.29 ,20547,79,20468,19.43
1/1/2021,Phetchabun ,north, $167.56 , $0.78 , $166.78 ,58846,258,58588,16.81
1/1/2021,Phrae ,north, $40.24 , $0.09 , $40.15 ,20824,57,20767,11
1/1/2021,Lampang ,north, $155.10 , $1.01 , $154.09 ,56736,225,56511,23.98
1/1/2021,Lamphun ,north, $43.85 , $0.36 , $43.49 ,33385,243,33142,20.96
1/1/2021,Mae Hong Son ,north, $102.57 , $2.29 , $100.28 ,26007,455,25552,13.48
1/1/2021,Uttaradit ,north, $43.85 , $-   , $43.85 ,27391,0,27391,16.39
1/1/2021,Uthai Thani ,north, $46.80 , $-   , $46.80 ,27870,0,27870,23.25
1/1/2021,Sukhothai ,north, $58.31 , $1.30 , $57.01 ,31084,513,30571,17.25
1/1/2021,Nan ,north, $29.90 , $0.24 , $29.66 ,15209,41,15168,10.52
1/1/2021,Kalasin ,east_northeast, $34.72 , $-   , $34.72 ,25745,0,25745,20.19
1/1/2021,Khon Kaen ,east_northeast, $342.13 , $0.19 , $341.94 ,123419,52,123367,22.88
1/1/2021,Chaiyaphum ,east_northeast, $78.78 , $-   , $78.78 ,64400,0,64400,19.51
1/1/2021,Nakhon Phanom ,east_northeast, $67.10 , $0.09 , $67.01 ,46811,49,46762,26.15
1/1/2021,Nakhon Ratchasima ,east_northeast, $703.27 , $1.46 , $701.81 ,373146,554,372592,31.58
1/1/2021,Buriram ,east_northeast, $203.81 , $0.05 , $203.76 ,100988,30,100958,30.33
1/1/2021,Maha Sarakham ,east_northeast, $30.95 , $-   , $30.95 ,23636,0,23636,15.38
1/1/2021,Mukdahan ,east_northeast, $87.66 , $-   , $87.66 ,59954,0,59954,19.93
1/1/2021,Roi Et ,east_northeast, $86.90 , $-   , $86.90 ,62422,0,62422,30.32
1/1/2021,Loei ,east_northeast, $100.86 , $0.11 , $100.75 ,65048,30,65018,9.13
1/1/2021,Sisaket ,south, $64.12 , $-   , $64.12 ,50317,0,50317,30.18
1/1/2021,Surin ,east_northeast, $100.71 , $0.07 , $100.64 ,49262,40,49222,24.48
1/1/2021,Nong Khai ,east_northeast, $71.11 , $0.08 , $71.03 ,43888,51,43837,12.74
1/1/2021,Bueng Kan ,east_northeast, $24.06 , $-   , $24.06 ,18017,0,18017,16.93
1/1/2021,Udon Thani ,east_northeast, $265.61 , $0.10 , $265.51 ,104203,34,104169,18.31
1/1/2021,Ubon Ratchathani ,east_northeast, $208.18 , $0.04 , $208.14 ,143281,20,143261,30.53
1/1/2021,Sakon Nakhon ,east_northeast, $81.11 , $0.08 , $81.03 ,60562,51,60511,16.81
1/1/2021,Yasothon ,east_northeast, $31.69 , $-   , $31.69 ,30720,0,30720,28.22
1/1/2021,Amnat Charoen ,east_northeast, $28.54 , $-   , $28.54 ,20364,0,20364,26.61
1/1/2021,Nong Bua Lamphu ,east_northeast, $3.70 , $-   , $3.70 ,4539,0,4539,4.73
1/1/2022,Bangkok,central," $11,823.61 "," $2,181.01 "," $9,642.60 ",2437497,137591,2299906,26.34
1/1/2022,Lopburi ,central, $313.37 , $0.17 , $313.20 ,272813,165,272648,38.59
1/1/2022,Phra Nakhon Si Ayutthaya ,central, $736.61 , $13.97 , $722.64 ,525549,8321,517228,45.43
1/1/2022,Saraburi ,central, $466.21 , $0.61 , $465.60 ,297994,377,297617,37.38
1/1/2022,Chainat ,central, $74.08 , $0.02 , $74.06 ,53856,25,53831,35.66
1/1/2022,Nakhon Pathom ,central, $277.80 , $0.55 , $277.25 ,207455,211,207244,38.83
1/1/2022,Sing Buri ,central, $53.26 , $0.20 , $53.06 ,41208,135,41073,33.27
1/1/2022,Ang Thong ,central, $46.70 , $0.01 , $46.69 ,47610,14,47596,22.74
1/1/2022,Nonthaburi ,central, $198.69 , $1.59 , $197.10 ,155264,1354,153910,33.81
1/1/2022,Pathum Thani ,central, $132.04 , $1.16 , $130.88 ,100380,1009,99371,24.17
1/1/2022,Samut Prakan ,central, $211.80 , $23.34 , $188.46 ,137207,17007,120200,24.74
1/1/2022,Samut Sakhon ,central, $45.89 , $0.27 , $45.62 ,47429,133,47296,24.3
1/1/2022,Chachoengsao ,east, $396.74 , $0.16 , $396.58 ,335492,197,335295,29.47
1/1/2022,Ratchaburi ,central, $147.10 , $2.08 , $145.02 ,126611,741,125870,48.44
1/1/2022,Kanchanaburi ,central," $1,746.15 ", $6.55 ," $1,739.60 ",942486,2010,940476,57.17
1/1/2022,Samut Songkhram ,central, $352.62 , $0.44 , $352.18 ,356495,210,356285,43.34
1/1/2022,Suphan Buri ,central, $298.32 , $0.53 , $297.79 ,246694,380,246314,43.52
1/1/2022,Phetchaburi ,central," $1,725.27 ", $1.36 ," $1,723.91 ",652324,299,652025,52.21
1/1/2022,Prachuap Khiri Khan ,central," $2,370.16 ", $23.17 ," $2,346.99 ",674788,2505,672283,49.97
1/1/2022,Chonburi ,east," $6,180.57 "," $1,028.18 "," $5,152.39 ",980622,63553,917069,38.52
1/1/2022,Chanthaburi ,east, $269.52 , $0.96 , $268.56 ,76001,472,75529,40.22
1/1/2022,Trat ,east, $671.53 , $18.66 , $652.87 ,101266,2178,99088,32.53
1/1/2022,Nakhon Nayok ,east, $251.22 , $0.35 , $250.87 ,121765,140,121625,51.85
1/1/2022,Prachinburi ,east, $246.77 , $0.37 , $246.40 ,90676,102,90574,39.79
1/1/2022,Rayong ,east, $624.77 , $6.85 , $617.92 ,165893,4087,161806,34.9
1/1/2022,Sa Kaeo ,east, $196.31 , $1.31 , $195.00 ,58214,462,57752,29.6
1/1/2022,Phuket ,south," $6,647.77 "," $5,305.84 "," $1,341.93 ",256193,90395,165798,25.53
1/1/2022,Phatthalung ,south, $69.93 , $0.19 , $69.74 ,46586,85,46501,26.32
1/1/2022,Trang ,south, $239.59 , $0.68 , $238.91 ,58720,189,58531,31.24
1/1/2022,Ranong ,south, $101.01 , $1.19 , $99.82 ,36390,345,36045,30.24
1/1/2022,Chumphon ,south, $231.27 , $0.33 , $230.94 ,69338,110,69228,28.77
1/1/2022,Pattani ,south, $40.01 , $-   , $40.01 ,14683,0,14683,27.5
1/1/2022,Yala ,south, $114.61 , $-   , $114.61 ,54867,0,54867,37.63
1/1/2022,Nakhon Si Thammarat ,south, $413.00 , $0.40 , $412.60 ,135711,112,135599,23.29
1/1/2022,Narathiwat ,south, $36.68 , $-   , $36.68 ,17075,0,17075,19.41
1/1/2022,Krabi ,south," $1,647.66 ", $146.76 ," $1,500.90 ",151771,20304,131467,25.56
1/1/2022,Songkhla ,south, $918.99 , $1.30 , $917.69 ,150822,166,150656,16.65
1/1/2022,Phang Nga ,south, $626.68 , $339.97 , $286.71 ,120090,36712,83378,32.28
1/1/2022,Surat Thani ,south," $1,203.95 ", $224.76 , $979.19 ,186906,22466,164440,24.49
1/1/2022,Satun ,south, $492.46 , $3.49 , $488.97 ,118127,784,117343,45.21
1/1/2022,Kamphaeng Phet ,north, $91.95 , $0.67 , $91.28 ,56492,390,56102,35.58
1/1/2022,Chiang Rai ,north," $2,678.10 ", $27.99 ," $2,650.11 ",399487,3248,396239,72.09
1/1/2022,Chiang Mai ,north," $4,596.00 ", $92.54 ," $4,503.46 ",757609,12359,745250,56.83
1/1/2022,Phichit ,north, $79.32 , $0.25 , $79.07 ,49385,118,49267,33.51
