date,province_eng,region_eng,Net_Profit_all,net_profit_foreign,net_profit_thai,no_tourist_all,no_tourist_foreign,no_tourist_thai,occupancy_rate
1/1/2022,Nakhon Sawan ,north, $249.30 , $1.27 , $248.03 ,114370,465,113905,41.59
1/1/2022,Tak ,north, $315.63 , $0.25 , $315.38 ,115902,64,115838,43.26
1/1/2022,Phitsanulok ,north, $526.63 , $2.01 , $524.62 ,239815,771,239044,55.74
1/1/2022,Phayao ,north, $132.26 , $2.32 , $129.94 ,77106,1181,75925,58.03
1/1/2022,Phetchabun ,north, $499.30 , $2.58 , $496.72 ,191763,925,190838,60.52
1/1/2022,Phrae ,north, $148.74 , $0.93 , $147.81 ,89699,485,89214,64.1
1/1/2022,Lampang ,north, $333.75 , $3.63 , $330.12 ,131566,932,130634,52.49
1/1/2022,Lamphun ,north, $110.80 , $1.85 , $108.95 ,89374,1233,88141,49.51
1/1/2022,Mae Hong Son ,north, $351.86 , $14.47 , $337.39 ,101424,3259,98165,50.59
1/1/2022,Uttaradit ,north, $96.82 , $0.37 , $96.45 ,67157,186,66971,36.87
1/1/2022,Uthai Thani ,north, $68.21 , $0.21 , $68.00 ,47746,105,47641,31.64
1/1/2022,Sukhothai ,north, $159.60 , $4.83 , $154.77 ,73766,1986,71780,34.58
1/1/2022,Nan ,north, $257.48 , $7.87 , $249.61 ,112097,1595,110502,71.89
1/1/2022,Kalasin ,east_northeast, $51.73 , $-   , $51.73 ,54514,160,54354,38.23
1/1/2022,Khon Kaen ,east_northeast, $704.61 , $5.10 , $699.51 ,287088,1718,285370,46.42
1/1/2022,Chaiyaphum ,east_northeast, $140.71 , $0.58 , $140.13 ,96982,279,96703,31.56
1/1/2022,Nakhon Phanom ,east_northeast, $117.47 , $2.79 , $114.68 ,94429,1279,93150,54.27
1/1/2022,Nakhon Ratchasima ,east_northeast, $740.66 , $7.31 , $733.35 ,473933,3374,470559,48.67
1/1/2022,Buriram ,east_northeast, $367.72 , $2.10 , $365.62 ,196609,1143,195466,61.59
1/1/2022,Maha Sarakham ,east_northeast, $31.28 , $0.64 , $30.64 ,24769,204,24565,17.66
1/1/2022,Mukdahan ,east_northeast, $152.65 , $4.40 , $148.25 ,113407,1336,112071,38.43
1/1/2022,Roi Et ,east_northeast, $62.69 , $0.93 , $61.76 ,49690,304,49386,28.15
1/1/2022,Loei ,east_northeast, $237.27 , $1.32 , $235.95 ,136136,474,135662,37.26
1/1/2022,Sisaket ,south, $80.68 , $0.31 , $80.37 ,70912,123,70789,43.7
1/1/2022,Surin ,east_northeast, $115.75 , $0.54 , $115.21 ,66730,271,66459,32
1/1/2022,Nong Khai ,east_northeast, $216.42 , $0.88 , $215.54 ,159734,513,159221,49.37
1/1/2022,Bueng Kan ,east_northeast, $105.27 , $1.01 , $104.26 ,81273,466,80807,64.89
1/1/2022,Udon Thani ,east_northeast, $389.32 , $1.97 , $387.35 ,195756,633,195123,41.58
1/1/2022,Ubon Ratchathani ,east_northeast, $248.87 , $0.40 , $248.47 ,197442,185,197257,43.18
1/1/2022,Sakon Nakhon ,east_northeast, $100.14 , $1.55 , $98.59 ,102354,579,101775,30.22
1/1/2022,Yasothon ,east_northeast, $33.25 , $0.15 , $33.10 ,34454,69,34385,37.71
1/1/2022,Amnat Charoen ,east_northeast, $24.93 , $0.24 , $24.69 ,22648,80,22568,37.36
1/1/2022,Nong Bua Lamphu ,east_northeast, $14.45 , $-   , $14.45 ,20267,0,20267,18.85
1/1/2023,Bangkok,central," $60,308.17 "," $46,074.82 "," $14,233.35 ",4872078,2122201,2749877,75.02
1/1/2023,Kanchanaburi ,central," $2,488.94 ", $50.15 ," $2,438.79 ",1312830,15806,1297024,67.29
1/1/2023,Nakhon Pathom ,central, $367.54 , $10.38 , $357.16 ,282857,4083,278774,48.32
1/1/2023,Prachuap Khiri Khan ,central," $3,984.50 ", $385.05 ," $3,599.45 ",1124160,39040,1085120,79.78
1/1/2023,Phetchaburi ,central," $2,596.85 ", $45.75 ," $2,551.10 ",962457,11567,950890,69.54
1/1/2023,Ratchaburi ,central, $257.22 , $19.85 , $237.37 ,213366,9347,204019,65.05
1/1/2023,Samut Prakan ,central, $421.36 , $104.71 , $316.65 ,293913,67078,226835,51.03
1/1/2023,Samut Songkhram ,central, $560.76 , $13.62 , $547.14 ,567982,9838,558144,59.93
1/1/2023,Samut Sakhon ,central, $126.06 , $1.67 , $124.39 ,91058,815,90243,44.25
1/1/2023,Chainat ,central, $95.78 , $0.47 , $95.31 ,73856,519,73337,42.77
1/1/2023,Nonthaburi ,central, $417.80 , $22.81 , $394.99 ,318037,16360,301677,55.17
1/1/2023,Pathum Thani ,central, $308.74 , $23.11 , $285.63 ,221753,17105,204648,43.47
1/1/2023,Phra Nakhon Si Ayutthaya ,central," $1,423.03 ", $243.19 ," $1,179.84 ",887134,117588,769546,62.82
1/1/2023,Lopburi ,central, $488.25 , $2.69 , $485.56 ,387985,1808,386177,58.27
1/1/2023,Saraburi ,central, $652.21 , $5.20 , $647.01 ,403863,3367,400496,60.06
1/1/2023,Sing Buri ,central, $70.02 , $1.31 , $68.71 ,57110,628,56482,40.28
1/1/2023,Suphan Buri ,central, $750.87 , $6.71 , $744.16 ,604130,4475,599655,65.77
1/1/2023,Ang Thong ,central, $82.71 , $0.73 , $81.98 ,75492,548,74944,44.76
1/1/2023,Chanthaburi ,east, $624.15 , $4.98 , $619.17 ,180927,2235,178692,59.21
1/1/2023,Chachoengsao ,east, $514.63 , $1.30 , $513.33 ,456049,1293,454756,41.64
1/1/2023,Chonburi ,east," $17,815.65 "," $9,026.92 "," $8,788.73 ",2089034,636672,1452362,78.58
1/1/2023,Trat ,east," $1,065.31 ", $110.25 , $955.06 ,159330,15412,143918,55.73
1/1/2023,Nakhon Nayok ,east, $311.68 , $3.13 , $308.55 ,133252,978,132274,63.53
1/1/2023,Prachinburi ,east, $280.98 , $1.99 , $278.99 ,100643,575,100068,46.79
1/1/2023,Rayong ,east," $1,440.38 ", $85.25 ," $1,355.13 ",399136,28697,370439,69.39
1/1/2023,Sa Kaeo ,east, $341.97 , $3.36 , $338.61 ,105339,1386,103953,48.48
1/1/2023,Krabi ,south," $2,030.19 ", $470.42 ," $1,559.77 ",245504,84299,161205,66.42
1/1/2023,Chumphon ,south, $292.23 , $1.73 , $290.50 ,116722,742,115980,58.61
1/1/2023,Nakhon Si Thammarat ,south, $631.39 , $4.20 , $627.19 ,263044,1531,261513,63.46
1/1/2023,Phang Nga ,south, $767.70 , $466.79 , $300.91 ,151750,67003,84747,68.35
1/1/2023,Phuket ,south," $29,897.55 "," $28,267.59 "," $1,629.96 ",833476,583067,250409,82.7
1/1/2023,Ranong ,south, $118.59 , $3.17 , $115.42 ,58686,1246,57440,54.25
1/1/2023,Surat Thani ,south," $3,372.83 "," $1,606.36 "," $1,766.47 ",489597,157867,331730,72.6
1/1/2023,Trang ,south, $349.23 , $9.09 , $340.14 ,104725,2952,101773,54.87
1/1/2023,Narathiwat ,south, $117.24 , $59.04 , $58.20 ,56203,22008,34195,51.59
1/1/2023,Pattani ,south, $49.90 , $1.07 , $48.83 ,25828,2485,23343,39.33
1/1/2023,Phatthalung ,south, $89.09 , $0.70 , $88.39 ,88587,903,87684,61.95
1/1/2023,Yala ,south, $236.15 , $101.68 , $134.47 ,119386,36258,83128,73.14
1/1/2023,Songkhla ,south," $2,110.00 "," $1,140.47 ", $969.53 ,367688,191440,176248,65.84
1/1/2023,Satun ,south, $539.86 , $40.06 , $499.80 ,150346,10886,139460,58.49
1/1/2023,Chiang Rai ,north," $4,807.17 ", $911.17 ," $3,896.00 ",650168,77313,572855,89.16
1/1/2023,Chiang Mai ,north," $8,851.93 "," $3,392.47 "," $5,459.46 ",1127150,361658,765492,92.89
1/1/2023,Nan ,north, $362.02 , $9.44 , $352.58 ,147316,1645,145671,90.83
1/1/2023,Phayao ,north, $214.44 , $16.60 , $197.84 ,101250,5563,95687,74.38
1/1/2023,Phrae ,north, $269.76 , $2.58 , $267.18 ,123606,957,122649,69.72
1/1/2023,Mae Hong Son ,north, $513.19 , $95.53 , $417.66 ,115027,16500,98527,63.84
1/1/2023,Lampang ,north, $524.67 , $32.49 , $492.18 ,174542,6679,167863,72.86
1/1/2023,Lamphun ,north, $168.54 , $16.40 , $152.14 ,125383,7403,117980,75.02
1/1/2023,Kamphaeng Phet ,north, $141.15 , $5.61 , $135.54 ,75521,2737,72784,39.22
1/1/2023,Tak ,north, $667.06 , $22.01 , $645.05 ,206259,4648,201611,75.41
1/1/2023,Nakhon Sawan ,north, $500.24 , $2.87 , $497.37 ,195562,804,194758,55.83
1/1/2023,Phichit ,north, $111.99 , $0.37 , $111.62 ,64987,152,64835,54.78
1/1/2023,Phitsanulok ,north, $757.75 , $28.22 , $729.53 ,286106,9472,276634,57.24
1/1/2023,Phetchabun ,north, $835.16 , $28.90 , $806.26 ,250782,7665,243117,65.17
1/1/2023,Sukhothai ,north, $268.93 , $45.97 , $222.96 ,110895,14983,95912,39.87
1/1/2023,Uttaradit ,north, $143.74 , $1.62 , $142.12 ,95628,623,95005,42.71
1/1/2023,Uthai Thani ,north, $138.79 , $0.20 , $138.59 ,89179,107,89072,51.65
1/1/2023,Kalasin ,east_northeast, $60.00 , $2.88 , $57.12 ,55621,911,54710,46.31
1/1/2023,Khon Kaen ,east_northeast, $945.21 , $26.66 , $918.55 ,333766,9649,324117,60.82
1/1/2023,Nakhon Phanom ,east_northeast, $256.18 , $22.30 , $233.88 ,164365,9197,155168,73.6
1/1/2023,Bueng Kan ,east_northeast, $87.08 , $4.43 , $82.65 ,61593,2196,59397,54.78
1/1/2023,Maha Sarakham ,east_northeast, $65.91 , $2.09 , $63.82 ,55563,815,54748,60.13
1/1/2023,Loei ,east_northeast, $375.45 , $8.14 , $367.31 ,173075,2255,170820,63.17
1/1/2023,Sakon Nakhon ,east_northeast, $206.46 , $3.37 , $203.09 ,143484,1297,142187,52.24
1/1/2023,Nong Khai ,east_northeast, $405.37 , $143.56 , $261.81 ,229295,62481,166814,64.41
1/1/2023,Nong Bua Lamphu ,east_northeast, $22.07 , $0.24 , $21.83 ,28757,242,28515,36.73
1/1/2023,Udon Thani ,east_northeast, $794.58 , $169.95 , $624.63 ,381671,49536,332135,68.51
1/1/2023,Chaiyaphum ,east_northeast, $141.89 , $1.00 , $140.89 ,100242,442,99800,47.77
1/1/2023,Nakhon Ratchasima ,east_northeast," $1,154.11 ", $34.02 ," $1,120.09 ",677058,10717,666341,69.07
1/1/2023,Buriram ,east_northeast, $627.83 , $10.53 , $617.30 ,305026,3509,301517,73.5
1/1/2023,Mukdahan ,east_northeast, $244.64 , $22.22 , $222.42 ,162926,9281,153645,54.08
1/1/2023,Yasothon ,east_northeast, $37.40 , $0.23 , $37.17 ,37655,159,37496,39.57
1/1/2023,Roi Et ,east_northeast, $139.70 , $2.19 , $137.51 ,106144,848,105296,63.56
1/1/2023,Sisaket ,south, $80.29 , $0.76 , $79.53 ,68769,328,68441,42.94
1/1/2023,Surin ,east_northeast, $185.20 , $4.25 , $180.95 ,104405,2176,102229,58.08
1/1/2023,Amnat Charoen ,east_northeast, $25.96 , $0.79 , $25.17 ,23112,428,22684,39.46
1/1/2023,Ubon Ratchathani ,east_northeast, $296.13 , $2.74 , $293.39 ,201036,1125,199911,48.11
2/1/2019,Bangkok,central," $73,884.43 "," $49,310.43 "," $24,574.00 ",5211404,2291482,2919922,89.19
2/1/2019,Lopburi ,central, $435.98 , $4.66 , $431.32 ,256248,2035,254213,62.81
2/1/2019,Phra Nakhon Si Ayutthaya ,central," $1,278.60 ", $417.29 , $861.31 ,641959,183178,458781,72.6
2/1/2019,Saraburi ,central, $300.09 , $10.02 , $290.07 ,178813,5041,173772,66.38
2/1/2019,Chainat ,central, $97.01 , $0.71 , $96.30 ,75380,449,74931,77.15
2/1/2019,Nakhon Pathom ,central, $373.47 , $21.28 , $352.19 ,270865,14766,256099,70.39
2/1/2019,Sing Buri ,central, $70.68 , $0.27 , $70.41 ,50208,172,50036,66.71
2/1/2019,Ang Thong ,central, $119.34 , $4.26 , $115.08 ,93944,3915,90029,72.54
2/1/2019,Nonthaburi ,central, $463.72 , $80.45 , $383.27 ,289465,23251,266214,74.15
2/1/2019,Pathum Thani ,central, $258.13 , $81.87 , $176.26 ,196891,48022,148869,57.36
2/1/2019,Samut Prakan ,central, $752.56 , $473.04 , $279.52 ,383666,202968,180698,71.55
2/1/2019,Samut Sakhon ,central, $166.62 , $0.53 , $166.09 ,110685,305,110380,64.65
2/1/2019,Chachoengsao ,east, $277.81 , $4.86 , $272.95 ,256405,3797,252608,65.02
2/1/2019,Ratchaburi ,central, $317.80 , $11.27 , $306.53 ,166585,4738,161847,60.73
2/1/2019,Kanchanaburi ,central," $2,518.06 ", $259.59 ," $2,258.47 ",701199,45673,655526,75.13
2/1/2019,Samut Songkhram ,central, $316.83 , $6.83 , $310.00 ,185309,3534,181775,70.44
2/1/2019,Suphan Buri ,central, $445.83 , $2.48 , $443.35 ,215765,1599,214166,90.48
2/1/2019,Phetchaburi ,central," $2,358.48 ", $576.86 ," $1,781.62 ",715611,70414,645197,77.28
2/1/2019,Prachuap Khiri Khan ,central," $3,324.50 "," $1,116.87 "," $2,207.63 ",563718,115427,448291,52.86
2/1/2019,Chonburi ,east," $25,353.71 "," $21,049.56 "," $4,304.15 ",1511239,824609,686630,87.85
2/1/2019,Chanthaburi ,east, $720.17 , $42.82 , $677.35 ,219047,6106,212941,65.38
2/1/2019,Trat ,east," $1,977.49 "," $1,081.53 ", $895.96 ,217190,75180,142010,82.58
2/1/2019,Nakhon Nayok ,east, $758.79 , $6.91 , $751.88 ,251091,2698,248393,61.42
2/1/2019,Prachinburi ,east, $450.84 , $35.74 , $415.10 ,159020,11198,147822,64.61
2/1/2019,Rayong ,east," $2,424.73 ", $430.40 ," $1,994.33 ",651157,65448,585709,73.23
2/1/2019,Sa Kaeo ,east, $586.90 , $81.81 , $505.09 ,201364,28926,172438,61.7
2/1/2019,Phuket ,south," $45,433.04 "," $38,751.05 "," $6,681.99 ",1522828,1021714,501114,86.38
2/1/2019,Phatthalung ,south, $180.43 , $2.18 , $178.25 ,119842,692,119150,71.3
2/1/2019,Trang ,south," $1,315.32 ", $229.62 ," $1,085.70 ",182852,25323,157529,84.56
2/1/2019,Ranong ,south, $376.27 , $45.71 , $330.56 ,113355,7077,106278,67.5
2/1/2019,Chumphon ,south, $483.92 , $39.98 , $443.94 ,113700,8551,105149,64.59
2/1/2019,Pattani ,south, $80.81 , $1.23 , $79.58 ,22939,278,22661,79.58
2/1/2019,Yala ,south, $236.03 , $192.06 , $43.97 ,53188,41833,11355,50.34
2/1/2019,Nakhon Si Thammarat ,south," $1,042.98 ", $31.99 ," $1,010.99 ",315268,9917,305351,64.19
2/1/2019,Narathiwat ,south, $242.15 , $153.82 , $88.33 ,69325,35810,33515,88.33
2/1/2019,Krabi ,south," $13,653.02 "," $8,427.57 "," $5,225.45 ",730767,406415,324352,84.72
2/1/2019,Songkhla ,south," $5,717.39 "," $2,719.99 "," $2,997.40 ",667961,225486,442475,71.54
2/1/2019,Phang Nga ,south," $5,769.25 "," $5,063.59 ", $705.66 ,494610,379638,114972,80.32
2/1/2019,Surat Thani ,south," $8,964.45 "," $7,484.27 "," $1,480.18 ",525305,314092,211213,76.58
2/1/2019,Satun ,south," $1,556.18 ", $89.13 ," $1,467.05 ",186195,17681,168514,78.49
2/1/2019,Kamphaeng Phet ,north, $128.33 , $6.84 , $121.49 ,60912,2110,58802,51.64
2/1/2019,Chiang Rai ,north," $2,690.52 ", $545.48 ," $2,145.04 ",378751,63636,315115,72.58
2/1/2019,Chiang Mai ,north," $10,426.86 "," $3,953.91 "," $6,472.95 ",1013231,302847,710384,85.49
2/1/2019,Phichit ,north, $124.26 , $0.74 , $123.52 ,58683,476,58207,55.46
2/1/2019,Nakhon Sawan ,north, $330.72 , $9.82 , $320.90 ,179864,7176,172688,64.21
2/1/2019,Tak ,north, $627.91 , $17.75 , $610.16 ,212104,4954,207150,72.58
2/1/2019,Phitsanulok ,north, $864.44 , $68.64 , $795.80 ,338067,21378,316689,66.37
2/1/2019,Phayao ,north, $116.94 , $3.75 , $113.19 ,63598,2811,60787,61.75
2/1/2019,Phetchabun ,north, $678.10 , $5.09 , $673.01 ,201362,1842,199520,63.07
2/1/2019,Phrae ,north, $161.87 , $32.59 , $129.28 ,72443,8761,63682,61.43
2/1/2019,Lampang ,north, $272.28 , $50.61 , $221.67 ,92910,10176,82734,67.04
2/1/2019,Lamphun ,north, $145.70 , $10.18 , $135.52 ,92594,5218,87376,58.51
2/1/2019,Mae Hong Son ,north, $577.02 , $218.66 , $358.36 ,125322,29119,96203,72.96
2/1/2019,Uttaradit ,north, $206.93 , $2.02 , $204.91 ,102191,895,101296,56.09
2/1/2019,Uthai Thani ,north, $118.71 , $0.87 , $117.84 ,73520,257,73263,54.37
2/1/2019,Sukhothai ,north, $297.61 , $138.95 , $158.66 ,124865,42080,82785,64.81
2/1/2019,Nan ,north, $280.56 , $12.42 , $268.14 ,94966,2540,92426,72.58
2/1/2019,Kalasin ,east_northeast, $80.11 , $0.95 , $79.16 ,53039,427,52612,55.78
2/1/2019,Khon Kaen ,east_northeast," $1,407.93 ", $19.13 ," $1,388.80 ",472270,6240,466030,52.51
2/1/2019,Chaiyaphum ,east_northeast, $131.21 , $1.38 , $129.83 ,99661,552,99109,54.19
2/1/2019,Nakhon Phanom ,east_northeast, $217.72 , $6.70 , $211.02 ,101998,4979,97019,64.67
2/1/2019,Nakhon Ratchasima ,east_northeast," $2,027.85 ", $99.19 ," $1,928.66 ",815885,20940,794945,74.62
2/1/2019,Buriram ,east_northeast, $303.93 , $5.31 , $298.62 ,154626,3535,151091,63.6
2/1/2019,Maha Sarakham ,east_northeast, $93.77 , $1.60 , $92.17 ,58831,1236,57595,58.65
2/1/2019,Mukdahan ,east_northeast, $335.95 , $26.88 , $309.07 ,190022,12058,177964,62.78
2/1/2019,Roi Et ,east_northeast, $103.81 , $1.45 , $102.36 ,75750,677,75073,55.35
2/1/2019,Loei ,east_northeast, $399.31 , $7.38 , $391.93 ,179124,2024,177100,70.97
2/1/2019,Sisaket ,south, $254.86 , $5.04 , $249.82 ,166017,1981,164036,64.24
2/1/2019,Surin ,east_northeast, $283.14 , $9.58 , $273.56 ,109658,2938,106720,60.39
2/1/2019,Nong Khai ,east_northeast, $447.24 , $85.04 , $362.20 ,213038,60603,152435,66.25
2/1/2019,Bueng Kan ,east_northeast, $108.36 , $0.48 , $107.88 ,51880,200,51680,61.58
2/1/2019,Udon Thani ,east_northeast, $763.24 , $77.38 , $685.86 ,278140,16171,261969,83.04
2/1/2019,Ubon Ratchathani ,east_northeast, $809.16 , $76.22 , $732.94 ,255068,16161,238907,69.81
2/1/2019,Sakon Nakhon ,east_northeast, $203.80 , $0.90 , $202.90 ,98469,292,98177,58.3
2/1/2019,Yasothon ,east_northeast, $65.16 , $3.33 , $61.83 ,50196,1533,48663,60.91
2/1/2019,Amnat Charoen ,east_northeast, $32.29 , $1.79 , $30.50 ,20377,780,19597,63.3
2/1/2019,Nong Bua Lamphu ,east_northeast, $38.56 , $0.21 , $38.35 ,36424,145,36279,61.07
2/1/2020,Bangkok,central," $48,826.43 "," $30,016.04 "," $18,810.39 ",3525522,1266425,2259097,68.37
2/1/2020,Lopburi ,central, $319.55 , $3.87 , $315.68 ,190373,1590,188783,52.2
2/1/2020,Phra Nakhon Si Ayutthaya ,central, $784.14 , $200.35 , $583.79 ,375100,92171,282929,50.54
2/1/2020,Saraburi ,central, $215.48 , $4.29 , $211.19 ,125859,2072,123787,50.91
2/1/2020,Chainat ,central, $71.64 , $0.60 , $71.04 ,54383,360,54023,58.98
2/1/2020,Nakhon Pathom ,central, $275.72 , $12.39 , $263.33 ,195745,8603,187142,60.59
2/1/2020,Sing Buri ,central, $50.77 , $0.28 , $50.49 ,35266,157,35109,54.21
2/1/2020,Ang Thong ,central, $103.38 , $3.98 , $99.40 ,76997,3518,73479,59.3
2/1/2020,Nonthaburi ,central, $280.47 , $17.48 , $262.99 ,188108,5475,182633,52.08
2/1/2020,Pathum Thani ,central, $159.12 , $14.89 , $144.23 ,125549,8892,116657,45.4
2/1/2020,Samut Prakan ,central, $365.53 , $235.02 , $130.51 ,189176,99963,89213,46.98
2/1/2020,Samut Sakhon ,central, $144.37 , $0.52 , $143.85 ,84621,292,84329,61.43
2/1/2020,Chachoengsao ,east, $143.84 , $1.80 , $142.04 ,123664,1400,122264,42.51
2/1/2020,Ratchaburi ,central, $246.03 , $5.13 , $240.90 ,124885,2066,122819,50.34
2/1/2020,Kanchanaburi ,central," $1,941.20 ", $123.39 ," $1,817.81 ",546651,21946,524705,59.78
2/1/2020,Samut Songkhram ,central, $274.58 , $5.30 , $269.28 ,159881,2816,157065,61.11
2/1/2020,Suphan Buri ,central, $343.36 , $1.81 , $341.55 ,165744,1100,164644,71.95
2/1/2020,Phetchaburi ,central," $1,704.79 ", $236.90 ," $1,467.89 ",531193,30472,500721,61.09
2/1/2020,Prachuap Khiri Khan ,central," $2,338.97 ", $593.42 ," $1,745.55 ",389358,59912,329446,53.11
2/1/2020,Chonburi ,east," $9,151.21 "," $6,937.55 "," $2,213.66 ",636605,307034,329571,46.07
2/1/2020,Chanthaburi ,east, $880.06 , $36.79 , $843.27 ,262355,5193,257162,57.05
2/1/2020,Trat ,east," $1,409.87 ", $811.13 , $598.74 ,148117,55560,92557,67.36
2/1/2020,Nakhon Nayok ,east, $612.17 , $4.89 , $607.28 ,201610,1781,199829,50.72
2/1/2020,Prachinburi ,east, $302.75 , $20.02 , $282.73 ,108111,6092,102019,46.87
2/1/2020,Rayong ,east," $1,772.65 ", $282.32 ," $1,490.33 ",457634,42346,415288,53.95
2/1/2020,Sa Kaeo ,east, $423.80 , $12.84 , $410.96 ,140688,4632,136056,44.43
2/1/2020,Phuket ,south," $29,126.70 "," $24,915.11 "," $4,211.59 ",889508,594875,294633,56.13
2/1/2020,Phatthalung ,south, $147.34 , $1.99 , $145.35 ,94205,599,93606,58.48
2/1/2020,Trang ,south, $995.40 , $219.04 , $776.36 ,132492,22054,110438,63.38
2/1/2020,Ranong ,south, $354.04 , $45.95 , $308.09 ,98829,6525,92304,57.67
2/1/2020,Chumphon ,south, $390.60 , $33.82 , $356.78 ,90369,6858,83511,49.47
2/1/2020,Pattani ,south, $73.31 , $1.16 , $72.15 ,19262,247,19015,42.24
2/1/2020,Yala ,south, $130.14 , $96.03 , $34.11 ,28277,19989,8288,29.48
2/1/2020,Nakhon Si Thammarat ,south, $806.59 , $27.77 , $778.82 ,226500,7891,218609,51.4
2/1/2020,Narathiwat ,south, $192.98 , $120.87 , $72.11 ,52071,26344,25727,47.13
2/1/2020,Krabi ,south," $9,033.43 "," $5,402.64 "," $3,630.79 ",427837,218272,209565,64.85
2/1/2020,Songkhla ,south," $2,876.97 "," $1,252.87 "," $1,624.10 ",321741,96944,224797,47.71
2/1/2020,Phang Nga ,south," $3,437.30 "," $2,966.56 ", $470.74 ,258799,183067,75732,61.64
2/1/2020,Surat Thani ,south," $6,620.44 "," $5,333.84 "," $1,286.60 ",365521,197085,168436,60.55
2/1/2020,Satun ,south," $1,180.06 ", $68.75 ," $1,111.31 ",143598,13073,130525,67.32
2/1/2020,Kamphaeng Phet ,north, $116.62 , $6.37 , $110.25 ,55715,1942,53773,45.29
2/1/2020,Chiang Rai ,north," $1,873.00 ", $294.67 ," $1,578.33 ",262505,34484,228021,48.63
2/1/2020,Chiang Mai ,north," $7,370.17 "," $2,239.29 "," $5,130.88 ",696035,165688,530347,58.47
2/1/2020,Phichit ,north, $111.80 , $0.58 , $111.22 ,52701,371,52330,47.29
2/1/2020,Nakhon Sawan ,north, $294.46 , $8.43 , $286.03 ,158447,6018,152429,56.72
2/1/2020,Tak ,north, $557.85 , $15.87 , $541.98 ,194219,4362,189857,65.23
2/1/2020,Phitsanulok ,north, $762.32 , $59.70 , $702.62 ,295413,18499,276914,58.64
2/1/2020,Phayao ,north, $103.38 , $3.39 , $99.99 ,56012,2475,53537,53.02
2/1/2020,Phetchabun ,north, $608.41 , $4.42 , $603.99 ,176028,1570,174458,55.76
2/1/2020,Phrae ,north, $139.63 , $27.50 , $112.13 ,63890,7547,56343,53.16
2/1/2020,Lampang ,north, $251.55 , $45.88 , $205.67 ,87287,9205,78082,60.43
2/1/2020,Lamphun ,north, $131.49 , $9.01 , $122.48 ,84386,4667,79719,53.84
2/1/2020,Mae Hong Son ,north, $449.48 , $170.69 , $278.79 ,96207,21877,74330,53.52
2/1/2020,Uttaradit ,north, $187.16 , $1.75 , $185.41 ,91269,765,90504,49.35
2/1/2020,Uthai Thani ,north, $120.11 , $0.90 , $119.21 ,73017,256,72761,48.17
2/1/2020,Sukhothai ,north, $269.31 , $126.21 , $143.10 ,113202,37829,75373,56.87
2/1/2020,Nan ,north, $256.82 , $10.83 , $245.99 ,87248,2251,84997,64.72
2/1/2020,Kalasin ,east_northeast, $83.61 , $0.91 , $82.70 ,56357,394,55963,53.71
2/1/2020,Khon Kaen ,east_northeast," $1,329.19 ", $19.09 ," $1,310.10 ",412000,5738,406262,48.3
2/1/2020,Chaiyaphum ,east_northeast, $90.39 , $1.10 , $89.29 ,66801,417,66384,40.28
2/1/2020,Nakhon Phanom ,east_northeast, $233.82 , $6.36 , $227.46 ,109137,4634,104503,62.16
2/1/2020,Nakhon Ratchasima ,east_northeast," $1,932.15 ", $91.68 ," $1,840.47 ",747501,19298,728203,70.08
2/1/2020,Buriram ,east_northeast, $282.46 , $5.28 , $277.18 ,137005,3159,133846,60.05
2/1/2020,Maha Sarakham ,east_northeast, $70.30 , $1.30 , $69.00 ,44096,946,43150,46.09
2/1/2020,Mukdahan ,east_northeast, $312.91 , $26.19 , $286.72 ,170496,11061,159435,56.81
2/1/2020,Roi Et ,east_northeast, $90.65 , $1.29 , $89.36 ,66867,612,66255,49.77
2/1/2020,Loei ,east_northeast, $351.67 , $6.87 , $344.80 ,155403,1791,153612,61.51
2/1/2020,Sisaket ,south, $228.87 , $4.93 , $223.94 ,149774,1838,147936,59.38
2/1/2020,Surin ,east_northeast, $226.86 , $8.78 , $218.08 ,93827,2517,91310,55.35
2/1/2020,Nong Khai ,east_northeast, $411.50 , $77.85 , $333.65 ,191258,53343,137915,60.8
2/1/2020,Bueng Kan ,east_northeast, $92.09 , $0.42 , $91.67 ,43501,166,43335,50.28
2/1/2020,Udon Thani ,east_northeast, $640.72 , $70.44 , $570.28 ,238576,14334,224242,79.67
2/1/2020,Ubon Ratchathani ,east_northeast, $736.14 , $69.98 , $666.16 ,228071,14520,213551,63.04
